Date,AXISBANK.BO,BANKINDIA.BO,ICICIBANK.BO,INDUSINDBK.BO,SBIN.BO,APOLLOHOSP.BO,FORTIS.BO,INDRAMEDCO.BO,KOVAI.BO,LEHIL.BO,COLPAL.BO,DABUR.BO,EMAMILTD.BO,GILLETTE.BO,MARICO.BO,GODFRYPHLP.BO,GOLDENTOBC.BO,ITC.BO,NTCIND.BO,VSTIND.BO
9/11/2019,681.7,68.2,394.35,1371.7,285.3,1486.7,126.55,36.95,686,20.5,1213.41,446.26,284.5,7097.5,378.69,979.12,29.15,231.72,35.6,3415.74
9/12/2019,662.8,68.35,402.75,1390.35,286.85,1456.46,125.4,37.95,692.33,20.5,1216.6,447.35,294.41,7067.26,377.76,973.17,29.85,229.01,38.6,3398.33
9/13/2019,674.35,69.1,413.25,1398.55,291.7,1455.86,124.65,37.35,680.37,19.8,1228.42,449.29,293.92,7048.37,375.65,997.74,29.85,228.2,35.15,3408.42
9/16/2019,671.2,68.4,411.95,1375.5,284.65,1433.35,124.9,37.1,674,23.05,1290.56,451.63,305.98,7066.81,373.5,981.38,29.85,227.63,35.15,3427.76
9/17/2019,640.2,64.8,400.6,1332.55,273.9,1411.29,123.6,36.8,670.21,22.15,1281.73,449.09,306.87,6953.36,372.17,917.05,29.85,225.54,38.4,3395.91
9/18/2019,648.2,64.95,399.15,1329.65,280.5,1430.91,124.55,36.85,672.4,21,1292.47,457.59,309.07,6967.16,372.17,967.94,31,227.87,39.5,3452.3
9/19/2019,638.25,63.35,386.55,1281.95,274.05,1410.39,126.1,36.45,677.38,23,1302.72,456.1,305.1,6955.25,371.83,940.74,32.05,225.16,36,3455.64
9/20/2019,680.7,68.65,417.35,1419.6,301.7,1466.04,129.3,36.9,680.97,22.8,1371.04,443.33,317.17,6980.76,372.47,954.71,31.4,226.49,40,3452.15
9/23/2019,727.05,71.45,445.2,1510.05,313.6,1466.49,136.95,38.65,679.28,22.8,1492.57,438.06,330.41,7123.11,378.93,983.72,31.3,242.23,38,3595
9/24/2019,704.3,70.65,440.85,1517.05,302.45,1450.52,135.75,38,677.38,23.5,1488.26,448.94,326.29,7150.02,388.04,965.26,29.75,243.47,38,3573.95
9/25/2019,694.9,66.4,434.45,1503.6,280.15,1425.02,130.35,38.05,659.3,23.1,1459.42,443.03,322.96,7118.03,383.09,954.61,28.75,236.62,38.85,3614.15
9/26/2019,700.1,67.7,452.05,1546.75,281.9,1426.96,136.85,38.45,667.42,22.8,1486.34,444.37,318.39,7121.12,380.11,957.49,28.9,238.1,38.9,3641.25
9/27/2019,700.85,66.1,449.15,1483.05,281.25,1397.57,136.5,37.55,676.64,22.5,1516.7,444.42,314.03,7077.82,383.09,962.13,28.75,240.52,34.4,3657.25
9/30/2019,684.65,62.95,433.4,1381.6,270.9,1394.92,135.05,37.05,676.39,22.25,1476.29,444.42,312.16,7071.19,385.98,940.99,27.55,246.99,33.6,3663.36
10/1/2019,679.7,61.15,424.55,1294.6,256,1367.37,135.4,36.35,665.98,22.7,1468.2,436.97,309.81,7017.13,379.81,932.59,26.35,243.37,37.7,3592.38
10/3/2019,668.25,61.85,427.3,1256.6,255,1376.75,134.8,36.9,657.46,23.5,1460.84,431.2,309.56,7028.69,376.24,936.05,26,248.79,37.6,3588.94
10/4/2019,656.15,60.3,413.75,1264,249.9,1397.57,139.65,36.75,676.84,22,1417,423.35,303.33,7008.27,370.66,924.77,27.3,244.66,35,3565.71
10/7/2019,672.75,59.45,416.3,1241.8,249,1407.7,137.9,36.6,670.46,22,1437.06,429.76,294.51,7011.25,371.34,913.88,26,239.33,37.25,3555.67
10/9/2019,686.3,61.65,436.6,1309.5,260.9,1421.22,140.05,36.35,669.21,21.5,1469.82,440.55,293.52,7007.07,375.46,947.53,24.85,235,34.5,3619.48
10/10/2019,672.9,59.85,423.7,1228.95,254.05,1409.84,140.6,36.1,648.15,21.5,1468,436.72,294.36,7022.96,376.73,952.32,27.3,231.06,35.5,3619.34
10/11/2019,672.5,59.5,428.4,1223.25,254.5,1446.63,137.95,35.95,667.37,20.5,1470.8,442.93,296.71,7074.03,375.8,955.88,26.15,232.15,32.25,3635
10/14/2019,683.55,60.1,428.6,1250.5,255.45,1449.57,130.55,35.95,664.18,21.2,1491.69,451.93,298.72,7225,377.22,980.74,27,232.25,33,3666.22
10/15/2019,690,61.2,431.7,1272.05,258.4,1482.46,136.2,35.85,669.41,20.55,1526.81,447.3,296.27,7257.14,375.06,992.27,26.5,235.38,34.3,3795.73
10/16/2019,693.5,60.95,435.3,1274.45,255.9,1481.16,136.3,35.55,650.29,20.55,1495.32,453.07,312.85,7284.44,372.66,1010.04,25.8,231.77,32.5,3719.22
10/17/2019,710.55,63.65,440.55,1339.8,265.45,1485.61,136.8,35.65,662.39,20.9,1500.62,459.38,335.76,7809.74,379.32,1036.91,26,233.82,33.65,3671.61
10/18/2019,709.2,64.15,437.75,1341.65,269.65,1505.42,138.15,37.6,645.46,20,1511.75,464.05,344.54,7809.44,383.58,1065.18,26.55,234.43,33.65,3717.77
10/22/2019,712.7,64.25,451.15,1340.65,270.45,1515.8,138.3,37.05,635.3,20.25,1505.28,469.47,330.36,7757.97,387.06,1059.76,26.55,236.67,34,3801.41
10/23/2019,714.8,66.35,455.65,1332.55,275.5,1511.76,137.35,38.05,617.46,19.95,1530.53,468.92,329.77,7781.79,385.64,1056.49,27.3,238.71,34,3764.99
10/24/2019,707.45,64.05,454.65,1282.2,262.7,1535.82,138.5,38.1,635.25,19.5,1534.9,466.78,329.63,7827.72,386.52,1044.62,28.45,236.76,33.75,3782.4
10/25/2019,708.05,65.8,469.1,1271.65,281.6,1516.8,137.4,38.15,636.09,19.5,1490.71,462.51,319.33,7834.45,385.3,1047.55,27.5,235.72,35.6,3694.44
10/29/2019,739.15,67.15,477.55,1315.45,280.5,1428.26,138.65,38.2,646.4,20.5,1483.84,463.06,323.64,8010.08,358.85,1051.22,28.35,240.85,34.8,3660.21
10/30/2019,747.65,71,471.05,1295.8,289.95,1458.66,139.1,38.35,652.43,20,1506.7,457.69,319.42,8053.53,363.41,1072.07,27.75,246.7,33.7,3713.5
10/31/2019,736,71.3,462.85,1311.5,312.25,1482.16,146.65,38.35,668.37,20.55,1518.81,459.68,320.8,8017.85,358.51,1064.11,26.5,244.94,36.35,3748.75
11/1/2019,748.3,71,462.1,1379.45,313.5,1457.06,151.05,40.55,699,20,1504.93,460.97,321.19,7924.13,362.72,1090.73,28.35,248.51,34.55,3772.02
11/4/2019,742.15,71.3,470.35,1351.75,314.2,1411.84,150.35,42,705.23,20,1523.13,456.95,323.15,7915.66,360.65,1077.88,28.35,247.65,35.1,3869.14
11/5/2019,737.6,70.35,468.25,1319.3,319.2,1412.49,145.15,41.2,664.28,20,1505.24,478.56,321.63,7869.92,361.39,1075.2,29.6,250.03,33.3,3862.21
11/6/2019,747.1,69.9,480.6,1342.25,317.55,1410.34,146.7,42.2,677.38,20,1531.38,473.39,319.33,7598.73,363.02,1092.73,30.65,248.46,32.25,3876.85
11/7/2019,734.65,68.5,478.7,1380.9,318.15,1461.1,150.9,39.7,681.17,20,1583.23,475.08,320.4,7484.14,364.75,1107.28,31.8,252.88,34.25,4033.81
11/8/2019,725.45,66.4,489.45,1423.5,315.85,1416.28,152.1,40.7,670.76,20,1561.09,470.81,318,7263.02,365.44,1119.44,31.05,247.7,33.35,4017.71
11/11/2019,733.6,67.1,496.95,1444.9,318.3,1416.63,158.55,42.05,740.64,20.3,1570.83,474.39,317.66,7209.7,366.37,1137.76,33,246.65,32,4047.77
11/13/2019,710.25,65.55,485.8,1413.85,306.55,1387.28,156.7,41.7,727.49,22.95,1543.34,462.23,318.44,7214.59,361.64,1220.74,36.3,241.52,31.5,4147.27
11/14/2019,715.85,66.25,498.75,1374.4,306.1,1415.38,156.1,43.75,746.47,23,1529.5,461.33,314.49,7146.88,352.26,1232.95,39.9,241.52,30.05,4432.03
11/15/2019,716.55,69.35,499.3,1359.5,322,1394.22,143.7,43.15,722.21,22,1560.74,459.98,309.26,7083.55,352.02,1185.28,38.95,238.38,32.15,4417.83
11/18/2019,723.05,71.3,498.25,1374.8,325.2,1401.46,142.7,46.05,730.33,22.25,1531.18,453.65,312.13,7022.95,350.59,1144.5,37.05,238.48,33.75,4306.84
11/19/2019,747.85,74.2,493.15,1392.1,330.3,1407.65,143.85,44.7,715.49,22.25,1521.6,452.86,310,7105.7,352.66,1194.9,35.2,237.14,29.6,4276.68
11/20/2019,748.8,73.6,494.9,1468.7,328.7,1418.98,142.3,43.85,726.34,21,1525.55,467.86,315.88,7022.2,350.64,1118.61,33.5,238.33,31.1,4247.01
11/21/2019,737.15,73.1,498.25,1446.3,331.35,1452.52,140.15,42.7,757.08,21.9,1494.91,462.63,308.82,6961.65,352.02,1126.82,32.05,233.67,31,4292.15
11/22/2019,732.1,73,496.75,1446.65,329.15,1448.37,145.5,42.65,800.51,21.9,1486.95,461.88,309.11,6903.95,353.25,1124.13,33.15,235.53,30.7,4338.07
11/25/2019,754.8,74.55,498.05,1497.2,336.1,1447.28,143.65,43.1,830.99,25.15,1497.62,468.26,311.29,6850.25,353.79,1132.44,32,235.67,30.6,4266.55
11/26/2019,752.25,74.6,511.1,1517,335.45,1455.91,139.85,42.4,824.81,24.35,1471.23,464.37,310.79,6940.8,345.75,1224.94,32,236.91,32.3,4242.5
11/27/2019,752.45,76.9,505.65,1527.65,343.6,1460.85,139.05,41.75,799.16,24.75,1459.07,467.66,311.04,6922.3,352.9,1304.35,31,234.86,30.15,4288.22
11/28/2019,750.55,77.2,519.2,1568.65,348.95,1440.74,139.55,42.05,796.62,24,1460.21,464.87,310.84,6868.05,356.16,1332.43,30.75,234.53,31.45,4222.67
11/29/2019,739.5,75.9,511.95,1569.2,341.85,1437.24,138.65,41.2,788.95,23.4,1457.79,457.79,310.99,6863.4,355.08,1291.11,32.2,234.29,32.75,4192.94
12/2/2019,744.2,74.9,510.85,1576.2,338.55,1413.34,139.15,40.5,753.64,23.45,1434.56,452.46,311.78,6858.6,349.25,1350.5,31.5,232.96,30.4,4111
12/3/2019,733.25,71.35,509,1544.9,336.2,1401.06,138,39.45,752.99,22.9,1432.18,449.62,320.12,6814.45,343.48,1368.87,31,232.15,31.7,4025.42
12/4/2019,739.75,72.1,529.35,1544,341.9,1466.99,138.65,39.7,758.12,23.2,1439.45,456.3,315.78,6786.5,347.38,1346.2,31.55,231.25,31.6,4013.15
12/5/2019,729.5,70.95,527.9,1509.85,336.25,1481.21,137.9,39.2,765.74,23.25,1434.11,464.62,316.42,6854.3,343.53,1307.62,32.55,234.81,29.6,4092.72
12/6/2019,717.55,68.35,524.75,1463.75,319.8,1462.7,137.3,38.75,755.38,22.15,1463.96,461.78,313.51,6707.1,336.92,1275.78,32.55,231.39,29.6,4075.26
12/9/2019,731.95,68.35,526.6,1449.95,316.75,1409.1,137.2,38.6,766.64,22.7,1449.43,463.57,311.73,6660.65,336.28,1285.45,30.95,229.54,29.6,3988.76
12/10/2019,715.35,67.1,529.15,1411.35,313.45,1372.81,136.35,38.3,769.83,22.8,1438.07,455.65,304.52,6574.4,335.29,1260.25,29.45,223.88,31,3908.27
12/11/2019,716.45,67.95,533.6,1418.8,312.7,1390.03,135,37.55,775.01,23.3,1458.23,449.87,299.14,6557.45,329.03,1209.31,29,226.02,28.9,3900.18
12/12/2019,721.6,68.75,535.05,1442.65,321.8,1383.34,136.95,37.7,792.29,23,1458.13,455.85,306.45,6659.3,326.86,1216.73,30.45,226.97,31.7,3859.35
12/13/2019,752,70.95,537.4,1486.95,332.7,1351.15,136.2,38.85,781.93,22.5,1459.52,458.44,305.91,6663.2,329.72,1212.04,29.2,229.82,31.7,3961.46
12/16/2019,747.1,70.95,538.9,1493.3,331.8,1367.62,134.8,38.45,782.88,22.5,1446.12,457.99,301.76,6591.7,325.38,1194.9,29.75,225.3,29.8,4039.72
12/17/2019,745.55,71.25,541.15,1492.4,332.85,1360.98,135.05,39.2,762.11,22.5,1449.63,459.04,301.46,6571.3,325.18,1225.08,28.6,229.3,29.45,4137.67
12/18/2019,742,71.35,541.6,1501.4,326.9,1383.09,133.4,39.05,752.09,22.5,1465.2,461.13,300.03,6575.1,334.55,1231.68,28.6,233.2,30,4118.81
12/19/2019,742.75,71.45,540,1489.95,328.15,1396.47,137.7,38.75,704.53,23.8,1466.39,458.29,304.13,6593.85,330.16,1273.48,28.6,232.39,32,4088.31
12/20/2019,739.7,69.9,545.85,1487.55,337.85,1376.8,135.2,38.4,708.66,23.8,1458.58,458.14,297.22,6606.5,333.02,1279.29,27.2,229.44,30,4080.45
12/23/2019,743.55,69.5,541.45,1496.1,332.35,1383.44,132.15,38.6,709.11,23.75,1458.38,459.44,300.63,6626.35,333.07,1262.89,28.5,227.25,28.55,4071.29
12/24/2019,740.45,69.1,541.05,1521.35,331.3,1374.16,130.55,39.75,713.54,24,1457.34,456.25,299.14,6628.35,329.52,1272.07,28.05,227.02,28.3,4041.86
12/26/2019,736.15,70.9,539,1514.15,329.85,1375.91,130.75,40,709.11,22.85,1442.22,456.2,300.13,6607.95,334.75,1260.49,29.45,225.21,30.95,4067.17
12/27/2019,760.7,71.8,549.4,1523.85,337.25,1415.88,131.25,40.6,706.72,23.2,1437.97,458.44,302.55,6601.6,336.13,1265.72,28,225.35,30.1,4074.1
12/30/2019,754.2,69.7,543.95,1530.6,334.25,1415.98,129.3,40.2,734.81,22.8,1449.19,460.63,303.14,6621.8,338.01,1255.41,27.45,226.49,31.5,4114.3
12/31/2019,754,70.45,538.75,1510.6,333.7,1438.94,132.05,39.5,740.29,22.55,1443.75,456.94,305.81,6580.4,337.22,1244.23,27.6,226.02,32.25,4089.03
1/1/2020,748.9,70.3,536.8,1484.6,334.35,1424.32,133.1,40.15,741.24,23.55,1443.95,458.59,308.62,6604.2,341.26,1263.86,27.95,226.49,32.25,4152.75
1/2/2020,757.25,71.25,540.7,1528.95,339.3,1491.65,134.3,41.45,738.1,23.45,1442.81,458.54,308.03,6587.95,332.63,1322.37,28.1,228.06,30.55,4148.43
1/3/2020,742.9,70.7,538.75,1529.65,333.75,1483.76,134.35,43.1,719.12,22.9,1443.21,454.15,311.68,6574.8,330.36,1304.89,28.1,226.78,29.95,4120.45
1/6/2020,722.6,68.55,525.65,1469,318.95,1459.65,133,44.4,717.23,22.35,1418.84,446.13,302.06,6579.75,327.55,1264.5,27.05,223.59,29.95,4074.59
1/7/2020,725.7,68.5,520.7,1461.6,318.25,1475.57,132.85,44.05,703.13,22.5,1434.16,451.96,298.36,6568.25,328.24,1280.47,26.95,223.78,31.2,4096.45
1/8/2020,724.7,67.8,525.85,1458.8,319.85,1471.73,133.55,44.5,716.83,23,1434.11,455.3,298.75,6449.3,329.03,1284.03,26.25,222.74,30.3,4043.46
1/9/2020,743.25,68.65,546.3,1507.35,330.25,1477.02,135.45,47.5,713.24,22.55,1442.41,459.09,299.24,6455.85,328.24,1295.22,27.5,224.26,30.8,4154.15
1/10/2020,740,68.8,540.25,1490.6,332.25,1482.31,138.05,45.6,717.58,22.9,1441.57,465.17,299.34,6461.75,333.71,1297.12,26.3,226.35,28.75,4169.28
1/13/2020,737.45,68.85,538.55,1540.45,330.6,1479.37,143.3,45.55,717.03,23.2,1460.8,477.13,304.82,6484.95,338.84,1337.27,26.3,227.44,31.3,4142.71
1/14/2020,747.65,68.85,537.45,1481.1,327.9,1490.65,143.5,45,745.77,25.3,1485.56,480.92,308.32,6491.05,339.98,1380.88,27.25,231.39,30.8,4164.34
1/15/2020,746.15,69.05,535.4,1400.6,324.2,1509.96,143.1,45.05,742.23,26.9,1491.79,489.14,307.68,6452.95,341.06,1360.51,27.4,230.53,30.05,4188.63
1/16/2020,737.3,69,537,1386.7,323.25,1589.62,143.85,46.05,755.68,25.5,1491.59,486,316.96,6463.9,344.67,1365.84,27.55,228.97,29.3,4325.22
1/17/2020,739.8,68.8,530.9,1352.55,318,1616.22,141.45,46.4,727.14,25.2,1492.09,488.29,346.77,6459.2,345.01,1425.76,28,228.11,30.5,4422.19
1/20/2020,726.75,67.1,534.85,1332.05,313.95,1626.05,143.25,44.9,738.1,24.7,1484.23,484.36,339.67,6397.85,341.46,1381.42,27.15,230.06,30,4406.29
1/21/2020,717.75,67.3,531,1336.8,313.65,1623.26,146.1,46,713.05,23.65,1469.75,485.1,330.44,6328.65,332.43,1384.49,26.9,226.63,30,4503.5
1/22/2020,712.75,67.45,523,1327.6,316.1,1632.14,151.4,46.05,711.85,23.8,1460.95,485.1,331.47,6314.3,330.41,1381.08,26.9,226.3,31.65,4465.44
1/23/2020,722.8,67.6,527.7,1332.15,323.25,1687.04,154.15,47.05,707.27,23.55,1472.12,488.19,331.18,6303.1,328.83,1348.01,27.45,226.25,30.15,4362.94
1/24/2020,737.3,67.7,533.95,1316,324.05,1666.13,153.85,47,722.21,24.55,1496.59,498.71,332.26,6297.35,335.88,1347.23,27.05,226.44,31.6,4412.3
1/27/2020,740,67,536.35,1271.6,316.2,1694.18,155.7,46.05,715.19,26.45,1467.97,491.58,319.53,6277.95,333.91,1405.35,27.85,223.16,30.2,4394.7
1/28/2020,737.1,66.4,528.15,1255.15,314.85,1675.31,155.3,44.65,711.35,27.55,1471.72,486.65,313.46,6279.55,330.6,1340.88,27.85,219.45,32.9,4407.69
1/29/2020,735.35,66.4,526.45,1258.25,316.4,1685.54,156.15,48.5,709.81,27.05,1468.46,490.09,314.84,6276.6,339.88,1218.34,28,225.26,30.5,4364.54
1/30/2020,731.3,66.05,532.3,1231.4,310.7,1684.2,155.95,46.6,711.3,26.2,1379.74,476.63,296.23,6263.2,333.52,1153.83,28.1,222.4,32.1,4320.71
1/31/2020,729.35,67.75,525.55,1258.9,318.55,1658.04,153.35,46.6,706.47,25.35,1313.21,494.42,290.75,6248.05,311.02,1184.11,27.5,223.73,32.25,4318.82
2/3/2020,709.1,64.95,515.6,1262.9,298,1693.43,152.8,43.65,703.28,25.5,1335.06,495.87,295.64,6374.9,302.29,1099.18,28.3,197.53,29.3,4059.85
2/4/2020,714.9,65.5,530.6,1272.45,306.25,1668.77,154.75,45.45,718.47,26,1343.61,502.05,296.68,6443.1,303.17,1228.11,27.2,205.14,29.55,4145.13
2/5/2020,724.15,65,538.9,1272.8,310.95,1654.9,156.65,45.9,729.48,26.7,1355.72,509.23,303.04,6499.7,307.71,1219.61,27,205.95,30.6,4116.72
2/6/2020,737,64.95,541.65,1334.55,322,1641.82,155.65,45,707.77,26.7,1369.02,508.03,299.05,6412.95,305.17,1227.87,27,203.05,29.05,4267.23
2/7/2020,748,64.7,536.4,1298.7,320.5,1660.49,163.65,44.25,697.01,26,1355.82,512.02,296.53,6355.05,310.75,1245.79,27.05,203.05,30.7,4224.02
2/10/2020,741.3,64.65,533.9,1275.45,318.5,1662.79,164.45,43.05,820.73,25.1,1352.9,510.92,288.93,6372.3,307.81,1320.03,27.05,200.39,28.8,4340.88
2/11/2020,749.5,64.35,539.85,1292.2,324.35,1694.88,160.1,43.15,802.75,26.1,1332.64,507.03,289.22,6390.3,304.12,1318.71,26.4,202.29,28.75,4217.09
2/12/2020,755.15,63.45,549.3,1277.2,320,1680.95,154.95,43.05,816.6,25.15,1334.32,518.3,288.68,6405.7,304.67,1308.99,26,202.57,28.5,4193.33
2/13/2020,747.65,63.1,541,1230.2,327.45,1693.78,157.55,42.7,814.55,25.25,1329.82,511.37,282.02,6355.55,302.63,1340.93,26,201.57,29.5,4186.59
2/14/2020,736.4,63,545.85,1176.35,319.55,1700.62,156.05,41.65,787.21,25.35,1322.6,504.09,271.8,6253.5,301.23,1342.93,25,197.58,27.65,4222.81
2/17/2020,738.05,61.05,541.75,1172.75,314.2,1712.1,150.5,41.8,794.03,25.4,1317.86,499.41,280.78,6146.65,295.7,1308.79,25.2,194.73,27.75,4193.72
2/18/2020,733.4,60.35,541.3,1144.15,317.6,1772.14,152.7,41,787.46,23.5,1310,503.25,269.93,5906.4,298.69,1270.94,24.65,193.92,26.05,4200.46
2/19/2020,741.2,60.35,544.75,1141,320.25,1778.03,157.2,41.9,795.18,23.45,1337.14,506.34,268.64,6000.85,299.09,1270.8,24.5,196.58,27.5,4192.46
2/20/2020,743.95,59.95,546.65,1181.75,327.65,1796.89,156.5,42.45,796.27,24.55,1329.13,504.54,265.88,5917.65,305.32,1311.53,25.3,197.25,28,4210.45
2/24/2020,725.8,58.8,529.55,1170.55,322.9,1792.5,153.3,41.65,800.51,25.25,1318.6,499.16,266.13,5867.15,302.93,1244.96,25.25,193.06,25.55,4110.71
2/25/2020,728.9,58.25,531.2,1153.9,326.6,1791.95,154.95,41.6,790,24.25,1330.27,498.51,265.73,5833.9,304.92,1195.83,24.8,191.87,25.75,4086.85
2/26/2020,729.75,56.8,523.65,1135.05,328.25,1768.9,156.6,41.35,774.36,25.35,1311.19,500.5,266.57,5831.9,305.37,1160.08,24.15,188.83,25.3,4080.89
2/27/2020,735.65,55.2,514.95,1115.6,321.95,1797.05,156.35,41,801.85,25.5,1308.77,505.14,260.65,5799.65,305.72,1131.61,23.1,187.83,27.75,4070.71
2/28/2020,696.75,50.9,496.05,1104,302.9,1722.2,153.6,39.95,751.45,25.5,1270.21,494.47,253.15,5802.85,297.69,1121.15,23.4,187.93,27.5,3959.14
3/2/2020,682.6,50.1,505.6,1079.95,287.45,1727.65,152.15,38.95,763.9,25.7,1280.94,496.07,255.02,5764.95,290.26,1094.83,24.55,185.98,25.25,3940.23
3/3/2020,687.25,49.3,516.45,1109,289.85,1723.95,153.85,39,781.83,26.6,1306.05,504.84,253.44,5871.1,295.45,1144.84,24.35,184.36,25.85,4008.16
3/4/2020,682.05,48.25,508.5,1066.25,285.3,1754.05,153.75,39.1,776.65,25.6,1297.15,513.06,246.73,5721.4,294.35,1137.17,23.15,178.27,24.6,3994.68
3/5/2020,677.55,48.2,504.75,1074.7,288.3,1728.8,154.55,39.3,794.55,27.6,1327.1,516.65,241.25,5786.25,292.46,1154.85,24.2,178.75,23.65,3980.86
3/6/2020,657.9,45.45,486.25,1014.3,270.45,1688.35,149,39.05,784.9,27.6,1305.55,498.86,238.29,5730.1,281.79,1145.96,24.2,172.9,22.5,3978.63
3/9/2020,657.9,45.45,486.25,1014.3,270.45,1688.35,149,39.05,784.9,27.6,1305.55,498.86,238.29,5730.1,281.79,1145.96,24.2,172.9,23.85,3978.63
3/11/2020,618.75,38.9,465.4,853.65,245.2,1627.35,144.95,37.35,765.05,23.75,1237.29,486.65,222.64,5665.5,269.02,1120.62,23.5,167.1,22.65,3798.93
3/12/2020,542.85,33.8,425,782.25,212.75,1508.35,134.35,33.9,712.15,23.75,1189.4,453.5,198.56,5405.65,259.8,1026.36,22.35,148.6,21.5,3612.36
3/13/2020,568.2,33.8,425,804,242.25,1513.15,138.05,33.15,704.2,19.55,1187.97,449.47,204.78,5403.5,260.05,1085.75,22.95,154.31,23,3547.62
3/16/2020,509.2,35.45,402.9,663.3,223.25,1473.1,130.85,32.45,686.75,23.45,1139.08,430.53,194.86,5217.6,250.65,1009.8,21.85,139.99,20.7,3433.58
3/17/2020,489.1,35.9,366.85,604.3,214.9,1427.8,131.25,33.1,669.95,26.75,1138.99,428.68,193.23,5102.5,249,944.15,20.8,141.9,18.65,3463.16
3/18/2020,472.65,36.4,356,459.85,214.65,1283.6,121.4,31.95,649.85,28.4,1116.3,412.93,186.42,4984.25,248.2,887.15,19.8,143.28,18.45,3143.73
3/19/2020,427.75,35.55,339.15,443.85,203.85,1178.6,120.4,30.3,630.15,26.15,1100.73,418.22,170.43,4809,248.3,812.7,18.85,154.02,17.4,3234.54
3/20/2020,428.35,35.25,345.7,439.95,209.65,1363.95,131.75,32.95,629.9,26.35,1174.67,443.09,182.07,4959.1,256,850.5,19.35,166.96,19,3133.35
3/23/2020,308.35,32,283.9,336.55,181.6,1157.9,121.25,28.35,545.5,23.5,1083.13,395.54,161.94,4691.75,241.15,770.7,19,146.84,19.95,2766.25
3/24/2020,303.15,31.8,296.6,312.35,183.35,1154.65,128.75,28.6,531.2,24.95,1111.9,400.37,150.88,4654.05,247.85,748.8,19,142.13,20.5,2653.86
3/25/2020,326.9,31.8,317.15,301.2,189.95,1179,131.75,32.8,574.3,24.95,1108.98,403.31,153.2,4859.5,248.45,794.25,19,140.14,20.2,2521.97
3/26/2020,342.65,33,332,436.95,192.85,1216,129.75,33.1,619.75,24.15,1157.87,425.05,159.65,5043.6,266.3,889.35,18.3,149.5,18.6,2673.69
3/27/2020,359.7,33.3,340.1,411,196.05,1167.7,128.9,32.75,624.05,24.05,1138.44,421.86,158.7,5213.85,253.1,922.15,18.25,154.93,20.45,2666.76
3/30/2020,368.7,32.35,314,411.55,186.95,1096.9,126.9,32.75,620.25,23,1203.49,426.54,163.5,5360.75,258.8,906.7,19.15,151.69,21.95,2594.12
3/31/2020,379.3,32.25,324.5,351.15,196.95,1137.85,126.05,33.95,679.9,23.3,1238.58,448.82,170,5468.3,274.85,942.5,18.65,163.58,21,2697.74
4/1/2020,358.45,32.35,311.45,342.3,186.6,1088.9,121.05,33.95,676.4,22.05,1226.77,433.52,171.7,5155.95,265.1,959.4,19.55,158.21,20.45,2638.58
4/3/2020,325.6,32.5,286.5,313.25,175.55,1189.6,122.1,34.3,649.4,22.9,1235.47,426.94,182.35,5046.45,261.1,948.4,19.55,169.1,21.3,2637.18
4/7/2020,388.8,32.95,326.1,384.05,186.35,1225.25,123.65,35.25,670.6,23,1303.18,476.88,207.5,5127.15,283.75,982.25,20.25,172.62,20.25,2709.23
4/8/2020,391.3,33.3,319,398.75,182.9,1263.1,123.25,34.3,641.55,23.1,1325.42,486.5,222.4,5211.55,289.85,981.85,20.25,169.86,19.4,2661.42
4/9/2020,419.9,34.3,342.65,395.45,187.7,1281.35,126.6,34.8,620.65,23.55,1348.06,483.81,229.4,5348.4,296.95,995.1,20.45,176.28,20.15,2681.4
4/13/2020,419.4,34.05,330.85,410.3,183.55,1280.8,123.3,35.05,619.15,23.9,1341.58,478.23,226.5,5320.95,290.95,992.7,22.45,172.76,22,2726.39
4/15/2020,417.1,34.4,327.3,424.1,182.3,1360.95,120.9,33,638.25,23.9,1373.56,501.3,227.4,5309.25,302.95,996.3,22.45,180.18,21.65,2814.25
4/16/2020,423.15,34.4,342.1,435,188.6,1425.4,119.15,34.2,643.2,23.6,1392.4,502.1,224.1,5447.8,306.85,999.95,22.45,177.37,21.85,3010.63
4/17/2020,480.05,34.2,375.95,474.7,193.3,1374.95,118.45,38.7,651.8,24.7,1363.13,487.6,217.9,5457.2,300.2,1004.45,22.45,178.89,22.7,3073.9
4/20/2020,455.55,35.95,361.5,457,192.55,1451.05,122.45,42.05,641.45,24.55,1349.1,491.53,209.45,5503.05,300.3,991.35,22.45,171.9,22.8,2992.25
4/21/2020,420.9,34.9,331.55,400.8,184.9,1351.2,118.75,39.5,637.45,24,1387.65,496.47,206.35,5384.1,296.05,942.2,23.55,170.86,23.5,2866.14
4/22/2020,431.2,34.35,336.1,415.6,188.6,1349.4,123.6,41.25,640.6,24.05,1489.42,501.15,203.7,5324,308.8,1043,24.7,173.42,22,2815.22
4/23/2020,429.7,34.4,352.8,410.1,186.8,1384.85,123.9,40.9,644.95,25,1463.37,497.56,206,5298.9,302,1059.9,25.9,171.9,22.25,2773.09
4/24/2020,404.1,33.6,334.85,383.1,179.7,1358.05,121.4,40.6,625.25,23.25,1465.94,497.36,199,5266.3,306.05,1033.35,27.05,171.19,24.25,2702.34
4/27/2020,427.3,33.85,347.75,407.35,180.85,1417.95,119.45,41.3,625.8,22.5,1537.86,490.04,200.1,5308.05,297.3,1021.6,26.25,171,23,2692.07
